Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Cleansheets,Age,Nationality,Rank
2023/24,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,3.0,32 years 1 day,Czech Republic,127.0
2023/24,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,3.0,31 years 34 days,France,127.0
2023/24,316524.0,Cheick Doucouré,Cheick,Doucouré,M,28.0,Centre Defensive Midfielder,Crystal Palace,CRY,3.0,24 years 228 days,Mali,127.0
2023/24,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,3.0,24 years 209 days,England,127.0
2023/24,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,3.0,23 years 73 days,Scotland,127.0
2023/24,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,3.0,23 years 193 days,Brazil,127.0
2023/24,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,3.0,28 years 235 days,Brazil,127.0
2023/24,324327.0,Alexander Isak,Alexander,Isak,F,14.0,Centre Striker,Newcastle United,NEW,3.0,24 years 337 days,Sweden,127.0
2023/24,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,Manchester City,MCI,3.0,30 years 109 days,Croatia,127.0
2023/24,345765.0,Konstantinos Mavropanos,Konstantinos,Mavropanos,D,15.0,Centre Central Defender,West Ham United,WHU,3.0,26 years 256 days,Greece,127.0
2023/24,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,3.0,36 years 323 days,United States,127.0
2023/24,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,3.0,29 years 209 days,England,127.0
2023/24,355776.0,Sergio Reguilón,Sergio,Reguilón,D,12.0,Left Full Back,Tottenham Hotspur,TOT,3.0,27 years 251 days,Spain,127.0
2023/24,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,3.0,22 years 353 days,England,127.0
2023/24,343670.0,Robert Sánchez,Robert,Sánchez,G,1.0,Goalkeeper,Chelsea,CHE,3.0,26 years 279 days,Spain,127.0
2023/24,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,3.0,32 years 46 days,South Korea,127.0
2023/24,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,3.0,25 years 292 days,Japan,127.0
2023/24,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,3.0,28 years 160 days,England,127.0
2023/24,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,3.0,28 years 103 days,Greece,127.0
2023/24,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,3.0,31 years 120 days,France,127.0
2023/24,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,3.0,26 years 271 days,England,127.0
2023/24,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,3.0,27 years 252 days,Ukraine,127.0
2023/24,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,3.0,29 years 301 days,France,127.0
2023/24,312977.0,Nayef Aguerd,Nayef,Aguerd,D,27.0,Centre Central Defender,West Ham United,WHU,2.0,28 years 146 days,Morocco,159.0
2023/24,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,2.0,26 years 128 days,Norway,159.0
2023/24,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,2.0,30 years 195 days,Paraguay,159.0
2023/24,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,21 years 291 days,Scotland,159.0
2023/24,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,2.0,28 years 9 days,Brazil,159.0
2023/24,346421.0,Carlos Baleba,Carlos,Baleba,M,20.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,2.0,20 years 233 days,Cameroon,159.0
2023/24,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,2.0,26 years 191 days,Norway,159.0
2023/24,340459.0,Jordan Beyer,Jordan,Beyer,D,36.0,Centre Central Defender,Burnley,BUR,2.0,24 years 96 days,Germany,159.0
2023/24,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,2.0,27 years 359 days,Mali,159.0
2023/24,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,2.0,33 years 202 days,Cote D’Ivoire,159.0
2023/24,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,2.0,28 years 248 days,England,159.0
2023/24,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,2.0,27 years 16 days,Poland,159.0
2023/24,325150.0,Trevoh Chalobah,Trevoh,Chalobah,D,14.0,Centre Central Defender,Chelsea,CHE,2.0,25 years 49 days,England,159.0
2023/24,320636.0,Vitinho,Victor Alexander,da Silva,D,22.0,Right Full Back,Burnley,BUR,2.0,25 years 31 days,Brazil,159.0
2023/24,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,2.0,27 years 142 days,Brazil,159.0
2023/24,343402.0,Igor Julio,Igor Julio,dos Santos de Paulo,D,3.0,Centre Central Defender,Brighton & Hove Albion,BHA,2.0,26 years 198 days,Brazil,159.0
2023/24,313731.0,Alfie Doughty,Alfie,Doughty,M,45.0,Left Winger,Luton Town,LUT,2.0,24 years 246 days,England,159.0
2023/24,359153.0,Tommy Doyle,Tommy,Doyle,M,20.0,Centre Central Midfielder,n/a,n/a,2.0,22 years 311 days,England,159.0
2023/24,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,2.0,26 years 220 days,France,159.0
2023/24,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,Nottingham Forest,NFO,2.0,22 years 118 days,Sweden,159.0
2023/24,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,Manchester United,MUN,2.0,36 years 233 days,Northern Ireland,159.0
2023/24,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,2.0,26 years 55 days,England,159.0
2023/24,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,2.0,23 years 219 days,Argentina,159.0
2023/24,309995.0,Alejandro Garnacho,Alejandro,Garnacho,F,17.0,Left/Right Winger,Manchester United,MUN,2.0,20 years 53 days,Argentina,159.0
2023/24,338125.0,Malo Gusto,Malo,Gusto,D,27.0,Right Full Back,Chelsea,CHE,2.0,21 years 96 days,France,159.0
2023/24,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,2.0,28 years 210 days,South Korea,159.0
2023/24,343771.0,Rasmus Højlund,Rasmus,Højlund,F,9.0,Centre Striker,Manchester United,MUN,2.0,21 years 201 days,Denmark,159.0
2023/24,340743.0,Nicolas Jackson,Nicolas,Jackson,F,15.0,Centre Second Striker,Chelsea,CHE,2.0,23 years 64 days,Senegal,159.0
2023/24,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,n/a,n/a,2.0,34 years 122 days,Denmark,159.0
2023/24,343604.0,Thomas Kaminski,Thomas,Kaminski,G,24.0,Goalkeeper,Luton Town,LUT,2.0,31 years 305 days,Belgium,159.0
2023/24,256028.0,Caoimhín Kelleher,Caoimhín,Kelleher,G,62.0,Goalkeeper,Liverpool,LIV,2.0,25 years 274 days,Ireland,159.0
2023/24,342472.0,Milos Kerkez,Milos,Kerkez,D,3.0,Left Full Back,Bournemouth,BOU,2.0,20 years 290 days,Hungary,159.0
2023/24,349514.0,Emil Krafth,Emil,Krafth,D,17.0,Right Full Back,Newcastle United,NEW,2.0,30 years 21 days,Sweden,159.0
2023/24,346785.0,Clément Lenglet,Clément,Lenglet,D,17.0,Left/Centre Central Defender,n/a,n/a,2.0,29 years 67 days,France,159.0
2023/24,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,2.0,24 years 167 days,Portugal,159.0
2023/24,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,2.0,28 years 10 days,Serbia,159.0
2023/24,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,2.0,33 years 15 days,Cameroon,159.0
2023/24,363133.0,Álex Moreno,Álex,Moreno,D,19.0,Left Full Back,n/a,n/a,2.0,31 years 76 days,Spain,159.0
2023/24,312801.0,Darwin Núñez,Darwin,Núñez,F,9.0,Centre Striker,Liverpool,LIV,2.0,25 years 60 days,Uruguay,159.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,2.0,30 years 166 days,Denmark,159.0
2023/24,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,2.0,36 years 92 days,Italy,159.0
2023/24,267928.0,Gabriel Osho,Gabriel,Osho,D,3.0,Centre/Right Central Defender,Luton Town,LUT,2.0,26 years 9 days,Nigeria,159.0
2023/24,336736.0,Dango Ouattara,Dango,Ouattara,F,11.0,Forward,Bournemouth,BOU,2.0,22 years 194 days,Burkina Faso,159.0
2023/24,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,2.0,31 years 71 days,Ghana,159.0
2023/24,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,2.0,22 years 312 days,Scotland,159.0
2023/24,336759.0,Jarell Quansah,Jarell,Quansah,D,5.0,Centre Central Defender,Liverpool,LIV,2.0,21 years 207 days,England,159.0
2023/24,288169.0,Aaron Ramsdale,Aaron,Ramsdale,G,1.0,Goalkeeper,Arsenal,ARS,2.0,26 years 101 days,England,159.0
2023/24,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,2.0,30 years 165 days,Scotland,159.0
2023/24,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,2.0,21 years 344 days,Senegal,159.0
2023/24,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,2.0,24 years 229 days,Ghana,159.0
2023/24,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,2.0,29 years 42 days,England,159.0
2023/24,135974.0,Jason Steele,Jason,Steele,G,n/a,Goalkeeper,Brighton & Hove Albion,BHA,2.0,34 years 5 days,England,159.0
2023/24,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,2.0,25 years 154 days,England,159.0
2023/24,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,2.0,30 years 340 days,England,159.0
2023/24,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,2.0,28 years 319 days,Netherlands,159.0
2023/24,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,Aston Villa,AVL,2.0,27 years 108 days,Belgium,159.0
2023/24,342474.0,James Trafford,James,Trafford,G,1.0,Goalkeeper,Burnley,BUR,2.0,21 years 318 days,England,159.0
2023/24,343141.0,Mark Travers,Mark,Travers,G,1.0,Goalkeeper,Bournemouth,BOU,2.0,25 years 97 days,Ireland,159.0
2023/24,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,2.0,29 years 263 days,Belgium,159.0
2023/24,344441.0,Matt Turner,Matt,Turner,G,1.0,Goalkeeper,Nottingham Forest,NFO,2.0,30 years 60 days,United States,159.0
2023/24,323826.0,Destiny Udogie,Destiny,Udogie,D,13.0,Right Full Back,Tottenham Hotspur,TOT,2.0,21 years 269 days,Italy,159.0
2023/24,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,2.0,32 years 221 days,Netherlands,159.0
2023/24,356624.0,Adam Wharton,Adam,Wharton,M,20.0,Central Midfielder,Crystal Palace,CRY,2.0,20 years 199 days,England,159.0
2023/24,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,2.0,32 years 178 days,England,159.0
2023/24,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,Bournemouth,BOU,1.0,24 years 232 days,England,223.0
2023/24,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,1.0,22 years 235 days,Cote D’Ivoire,223.0
2023/24,315745.0,Anel Ahmedhodzic,Anel,Ahmedhodzic,D,15.0,Centre Central Defender,Sheffield United,SHU,1.0,25 years 150 days,Bosnia & Herzegovina,223.0
2023/24,346848.0,Sofyan Amrabat,Sofyan,Amrabat,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,28 years 2 days,Morocco,223.0
2023/24,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,Sheffield United,SHU,1.0,22 years 258 days,England,223.0
2023/24,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Luton Town,LUT,1.0,30 years 262 days,England,223.0
2023/24,277644.0,Amari'i Bell,Amari'i,Bell,D,3.0,Left Full Back,Luton Town,LUT,1.0,30 years 110 days,Jamaica,223.0
2023/24,353590.0,Dan Bentley,Dan,Bentley,G,25.0,Goalkeeper,Wolverhampton Wanderers,WOL,1.0,31 years 41 days,England,223.0
2023/24,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,1.0,28 years 73 days,Denmark,223.0
2023/24,361345.0,Jayden Bogle,Jayden,Bogle,D,2.0,Right Full Back,Sheffield United,SHU,1.0,24 years 27 days,England,223.0
2023/24,344580.0,Jacob Brown,Jacob,Brown,F,19.0,Forward,Luton Town,LUT,1.0,26 years 135 days,Scotland,223.0
2023/24,277643.0,Reece Burke,Reece,Burke,D,16.0,Centre Central Defender,Luton Town,LUT,1.0,27 years 356 days,England,223.0
2023/24,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,Wolverhampton Wanderers,WOL,1.0,25 years 88 days,Brazil,223.0
2023/24,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,1.0,31 years 121 days,Wales,223.0
2023/24,360753.0,Felipe,Felipe Augusto,de Almeida Monteiro,D,n/a,Centre Central Defender,n/a,n/a,1.0,35 years 99 days,Brazil,223.0
2023/24,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,33 years 56 days,Belgium,223.0
2023/24,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,1.0,31 years 203 days,Jamaica,223.0
2023/24,344447.0,Vinicius Souza,Vinicius,de Souza Costa,M,21.0,Centre Central Midfielder,Sheffield United,SHU,1.0,25 years 67 days,Brazil,223.0
2023/24,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,1.0,27 years 223 days,Colombia,223.0
2023/24,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,1.0,32 years 220 days,Ireland,223.0
2023/24,347497.0,Nicolás Domínguez,Nicolás,Domínguez,M,16.0,Centre Central Midfielder,Nottingham Forest,NFO,1.0,26 years 56 days,Argentina,223.0
2023/24,336542.0,Danilo,Danilo,dos Santos de Oliveira,M,28.0,Midfielder,Nottingham Forest,NFO,1.0,23 years 116 days,Brazil,223.0
2023/24,355333.0,Radu Dragusin,Radu,Dragusin,D,6.0,Left/Centre/Right Central Defender,Tottenham Hotspur,TOT,1.0,22 years 202 days,Romania,223.0
2023/24,323410.0,Pervis Estupiñán,Pervis,Estupiñán,D,30.0,Left Full Back,Brighton & Hove Albion,BHA,1.0,26 years 215 days,Ecuador,223.0
2023/24,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,West Ham United,WHU,1.0,39 years 127 days,Poland,223.0
2023/24,359331.0,Wes Foderingham,Wes,Foderingham,G,21.0,Goalkeeper,Sheffield United,SHU,1.0,33 years 222 days,England,223.0
2023/24,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,1.0,28 years 183 days,Spain,223.0
2023/24,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,Arsenal,ARS,1.0,32 years 247 days,Italy,223.0
2023/24,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,28 years 348 days,England,223.0
2023/24,344713.0,Gustavo Hamer,Gustavo,Hamer,M,8.0,Centre Defensive Midfielder,Sheffield United,SHU,1.0,27 years 60 days,Netherlands,223.0
2023/24,36581.0,Rico Henry,Rico,Henry,D,3.0,Left Full Back,Brentford,BRE,1.0,27 years 46 days,England,223.0
2023/24,335797.0,Jack Hinshelwood,Jack,Hinshelwood,M,41.0,Centre Defensive Midfielder,Brighton & Hove Albion,BHA,1.0,19 years 134 days,England,223.0
2023/24,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,Nottingham Forest,NFO,1.0,23 years 290 days,England,223.0
2023/24,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 18 days,Denmark,223.0
2023/24,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,1.0,28 years 235 days,Denmark,223.0
2023/24,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,1.0,24 years 212 days,England,223.0
2023/24,347089.0,Brennan Johnson,Brennan,Johnson,F,22.0,Centre Striker,Tottenham Hotspur,TOT,1.0,23 years 92 days,Wales,223.0
2023/24,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,1.0,31 years 225 days,England,223.0
2023/24,346333.0,Mohammed Kudus,Mohammed,Kudus,M,14.0,Midfielder,West Ham United,WHU,1.0,24 years 21 days,Ghana,223.0
2023/24,344361.0,Tino Livramento,Tino,Livramento,D,21.0,Right Full Back,Newcastle United,NEW,1.0,21 years 285 days,England,223.0
2023/24,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,Tottenham Hotspur,TOT,1.0,27 years 274 days,England,223.0
2023/24,336789.0,Noni Madueke,Noni,Madueke,F,n/a,Winger,Chelsea,CHE,1.0,22 years 166 days,England,223.0
2023/24,360569.0,Orel Mangala,Orel,Mangala,M,25.0,Central Midfielder,n/a,n/a,1.0,26 years 158 days,Belgium,223.0
2023/24,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,1.0,23 years 66 days,Brazil,223.0
2023/24,362576.0,Scott McKenna,Scott,McKenna,D,15.0,Centre Central Defender,n/a,n/a,1.0,27 years 285 days,Scotland,223.0
2023/24,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Brentford,BRE,1.0,34 years 337 days,England,223.0
2023/24,355705.0,Hannibal Mejbri,Hannibal,Mejbri,M,46.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,21 years 215 days,Tunisia,223.0
2023/24,346774.0,Teden Mengi,Teden,Mengi,D,15.0,Centre Central Defender,Luton Town,LUT,1.0,22 years 115 days,England,223.0
2023/24,348450.0,Lewis Miley,Lewis,Miley,M,67.0,Midfielder,Newcastle United,NEW,1.0,18 years 114 days,England,223.0
2023/24,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,Brighton & Hove Albion,BHA,1.0,38 years 232 days,England,223.0
2023/24,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,1.0,29 years 181 days,England,223.0
2023/24,360568.0,Moussa Niakhaté,Moussa,Niakhaté,D,19.0,Central Defender,n/a,n/a,1.0,28 years 168 days,Senegal,223.0
2023/24,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,1.0,25 years 85 days,England,223.0
2023/24,346778.0,Matheus Nunes,Matheus Luiz,Nunes,M,27.0,Central Midfielder,Manchester City,MCI,1.0,25 years 362 days,Portugal,223.0
2023/24,340626.0,Dara O'Shea,Dara,O'Shea,D,2.0,Centre Central Defender,Burnley,BUR,1.0,25 years 172 days,Ireland,223.0
2023/24,340667.0,Chiedozie Ogbene,Chiedozie,Ogbene,F,7.0,Left/Right Winger,Luton Town,LUT,1.0,27 years 114 days,Ireland,223.0
2023/24,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,1.0,22 years 255 days,France,223.0
2023/24,314465.0,Stefan Ortega,Stefan,Ortega,G,18.0,Goalkeeper,Manchester City,MCI,1.0,31 years 291 days,Germany,223.0
2023/24,346777.0,Cole Palmer,Cole,Palmer,M,20.0,Attacking Midfielder,Chelsea,CHE,1.0,22 years 109 days,England,223.0
2023/24,179282.0,Jack Robinson,Jack,Robinson,D,19.0,Left Full Back,Sheffield United,SHU,1.0,30 years 357 days,England,223.0
2023/24,356584.0,Morgan Rogers,Morgan,Rogers,F,27.0,Left Winger,Aston Villa,AVL,1.0,22 years 28 days,England,223.0
2023/24,346852.0,Ibrahim Sangaré,Ibrahim,Sangaré,M,6.0,Centre Central Midfielder,Nottingham Forest,NFO,1.0,26 years 265 days,Cote D’Ivoire,223.0
2023/24,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,1.0,31 years 244 days,Ghana,223.0
2023/24,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,1.0,21 years 2 days,England,223.0
2023/24,356625.0,Matz Sels,Matz,Sels,G,26.0,Goalkeeper,Nottingham Forest,NFO,1.0,32 years 179 days,Belgium,223.0
2023/24,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,Chelsea,CHE,1.0,29 years 259 days,England,223.0
2023/24,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,1.0,31 years 24 days,Portugal,223.0
2023/24,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,1.0,27 years 263 days,Portugal,223.0
2023/24,345041.0,Harry Toffolo,Harry,Toffolo,D,n/a,Defender,Nottingham Forest,NFO,1.0,29 years 4 days,England,223.0
2023/24,325037.0,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,M,10.0,Centre Attacking Midfielder,West Ham United,WHU,1.0,26 years 362 days,Brazil,223.0
2023/24,343519.0,Auston Trusty,Auston,Trusty,D,5.0,Centre Central Defender,Sheffield United,SHU,1.0,26 years 11 days,United States,223.0
2023/24,362963.0,Lesley Ugochukwu,Lesley,Ugochukwu,M,n/a,Centre Defensive Midfielder,n/a,n/a,1.0,20 years 150 days,France,223.0
2023/24,361463.0,Nuno Tavares,Nuno Albertino,Varela Tavares,D,30.0,Left Full Back,n/a,n/a,1.0,24 years 210 days,Portugal,223.0
2023/24,359412.0,Odysseas Vlachodimos,Odysseas,Vlachodimos,G,19.0,Goalkeeper,n/a,n/a,1.0,30 years 119 days,Greece,223.0
2023/24,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,1.0,29 years 232 days,England,223.0
2023/24,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,1.0,23 years 132 days,Wales,223.0
2023/24,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,1.0,27 years 154 days,Wales,223.0
2023/24,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,1.0,27 years 355 days,DR Congo,223.0
2023/24,363206.0,Joe Worrall,Joe,Worrall,D,n/a,Centre Central Defender,n/a,n/a,1.0,27 years 226 days,England,223.0
2023/24,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,1.0,26 years 276 days,England,223.0
2022/23,6011.0,David de Gea,David,de Gea,G,1.0,Goalkeeper,n/a,n/a,17.0,33 years 290 days,Spain,1.0
2022/23,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,16.0,29 years 350 days,Portugal,2.0
2022/23,133131.0,Alisson Becker,Alisson Ramsés,Becker,G,1.0,Goalkeeper,Liverpool,LIV,14.0,31 years 326 days,Brazil,3.0
2022/23,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,14.0,26 years 248 days,Brazil,3.0
2022/23,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Newcastle United,NEW,14.0,32 years 126 days,England,3.0
