Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Assists,Age,Nationality,Rank
2023/24,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,2.0,30 years 20 days,Italy,117.0
2023/24,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,2.0,22 years 312 days,Scotland,117.0
2023/24,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,2.0,26 years 297 days,England,117.0
2023/24,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,2.0,29 years 209 days,England,117.0
2023/24,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,2.0,30 years 165 days,Scotland,117.0
2023/24,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,2.0,25 years 60 days,Denmark,117.0
2023/24,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,2.0,31 years 244 days,Ghana,117.0
2023/24,337402.0,Antoine Semenyo,Antoine,Semenyo,F,24.0,Centre Striker,Bournemouth,BOU,2.0,24 years 229 days,Ghana,117.0
2023/24,359151.0,Luis Sinisterra,Luis,Sinisterra,F,17.0,Right Winger,n/a,n/a,2.0,25 years 67 days,Colombia,117.0
2023/24,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,2.0,33 years 116 days,England,117.0
2023/24,341838.0,Manor Solomon,Manor,Solomon,F,27.0,Left Winger,Tottenham Hotspur,TOT,2.0,25 years 30 days,Israel,117.0
2023/24,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,2.0,29 years 178 days,Czech Republic,117.0
2023/24,340932.0,Dominik Szoboszlai,Dominik,Szoboszlai,M,8.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,2.0,23 years 303 days,Hungary,117.0
2023/24,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,2.0,28 years 160 days,England,117.0
2023/24,359174.0,Enes Ünal,Enes,Ünal,F,26.0,Centre Striker,n/a,n/a,2.0,27 years 105 days,Turkey,117.0
2023/24,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,2.0,33 years 46 days,Netherlands,117.0
2023/24,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,2.0,26 years 271 days,England,117.0
2023/24,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,2.0,27 years 252 days,Ukraine,117.0
2023/24,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,Bournemouth,BOU,1.0,24 years 232 days,England,181.0
2023/24,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,1.0,22 years 235 days,Cote D’Ivoire,181.0
2023/24,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Nottingham Forest,NFO,1.0,27 years 320 days,Nigeria,181.0
2023/24,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,1.0,23 years 78 days,Algeria,181.0
2023/24,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,1.0,26 years 128 days,Norway,181.0
2023/24,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,1.0,30 years 195 days,Paraguay,181.0
2023/24,344581.0,Edson Álvarez,Edson,Álvarez,M,19.0,Defensive Midfielder,West Ham United,WHU,1.0,26 years 304 days,Mexico,181.0
2023/24,342365.0,Zeki Amdouni,Zeki,Amdouni,F,25.0,Forward,Burnley,BUR,1.0,23 years 263 days,Switzerland,181.0
2023/24,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,1.0,28 years 9 days,Brazil,181.0
2023/24,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,Sheffield United,SHU,1.0,22 years 258 days,England,181.0
2023/24,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,1.0,23 years 150 days,France,181.0
2023/24,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,1.0,31 years 167 days,Greece,181.0
2023/24,360330.0,Shandon Baptiste,Shandon,Baptiste,M,26.0,Central Midfielder,n/a,n/a,1.0,26 years 137 days,Grenada,181.0
2023/24,346853.0,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,M,27.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,26 years 57 days,France,181.0
2023/24,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,1.0,29 years 13 days,Algeria,181.0
2023/24,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,1.0,27 years 59 days,Uruguay,181.0
2023/24,359245.0,Luke Berry,Luke,Berry,M,8.0,Centre Central Midfielder,Luton Town,LUT,1.0,32 years 42 days,England,181.0
2023/24,340459.0,Jordan Beyer,Jordan,Beyer,D,36.0,Centre Central Defender,Burnley,BUR,1.0,24 years 96 days,Germany,181.0
2023/24,300080.0,Oscar Bobb,Oscar,Bobb,M,52.0,Left/Centre/Right Winger,Manchester City,MCI,1.0,21 years 42 days,Norway,181.0
2023/24,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,1.0,33 years 202 days,Cote D’Ivoire,181.0
2023/24,362065.0,Ben Brereton,Ben,Brereton,F,17.0,Left Winger,Sheffield United,SHU,1.0,25 years 127 days,Chile,181.0
2023/24,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Chelsea,CHE,1.0,22 years 348 days,Albania,181.0
2023/24,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,1.0,27 years 46 days,Wales,181.0
2023/24,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,n/a,n/a,1.0,19 years 244 days,Argentina,181.0
2023/24,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,1.0,30 years 281 days,Portugal,181.0
2023/24,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,1.0,29 years 216 days,England,181.0
2023/24,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,1.0,27 years 246 days,England,181.0
2023/24,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Chelsea,CHE,1.0,20 years 308 days,England,181.0
2023/24,187454.0,Jordan Clark,Jordan,Clark,M,18.0,Right Winger,Luton Town,LUT,1.0,30 years 336 days,England,181.0
2023/24,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,Brentford,BRE,1.0,23 years 115 days,Ireland,181.0
2023/24,323026.0,Levi Colwill,Levi,Colwill,D,n/a,Centre Central Defender,Chelsea,CHE,1.0,21 years 179 days,England,181.0
2023/24,340566.0,Mahmoud Dahoud,Mahmoud,Dahoud,M,35.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,1.0,28 years 235 days,Syria,181.0
2023/24,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,1.0,34 years 109 days,England,181.0
2023/24,328378.0,Amad Diallo,Amad,Diallo,F,n/a,Forward,Manchester United,MUN,1.0,22 years 43 days,Cote D’Ivoire,181.0
2023/24,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,1.0,24 years 181 days,Brazil,181.0
2023/24,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,181.0
2023/24,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,1.0,39 years 336 days,Brazil,181.0
2023/24,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,Manchester United,MUN,1.0,36 years 233 days,Northern Ireland,181.0
2023/24,340457.0,Mark Flekken,Mark,Flekken,G,1.0,Goalkeeper,Brentford,BRE,1.0,31 years 71 days,Netherlands,181.0
2023/24,355602.0,David Datro Fofana,David Datro,Fofana,F,23.0,Forward,Burnley,BUR,1.0,21 years 245 days,Cote D’Ivoire,181.0
2023/24,362696.0,Omari Forson,Omari,Forson,F,20.0,Right Winger,n/a,n/a,1.0,20 years 34 days,England,181.0
2023/24,351453.0,Matheus França,Matheus,França de Oliveira,F,n/a,Forward,Crystal Palace,CRY,1.0,20 years 144 days,Brazil,181.0
2023/24,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,1.0,23 years 73 days,Scotland,181.0
2023/24,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,23 years 193 days,Brazil,181.0
2023/24,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,1.0,27 years 92 days,England,181.0
2023/24,360742.0,Sergio Gómez,Sergio,Gómez,D,17.0,Attacking Midfielder,n/a,n/a,1.0,23 years 354 days,Spain,181.0
2023/24,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,28 years 348 days,England,181.0
2023/24,282013.0,Marc Guéhi,Marc,Guéhi,D,6.0,Centre Central Defender,Crystal Palace,CRY,1.0,24 years 41 days,England,181.0
2023/24,343671.0,Josko Gvardiol,Josko,Gvardiol,D,24.0,Defender,Manchester City,MCI,1.0,22 years 213 days,Croatia,181.0
2023/24,36581.0,Rico Henry,Rico,Henry,D,3.0,Left Full Back,Brentford,BRE,1.0,27 years 46 days,England,181.0
2023/24,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,Nottingham Forest,NFO,1.0,23 years 290 days,England,181.0
2023/24,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,1.0,29 years 128 days,England,181.0
2023/24,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,1.0,23 years 206 days,England,181.0
2023/24,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,1.0,24 years 274 days,France,181.0
2023/24,359178.0,Lloyd Kelly,Lloyd,Kelly,D,25.0,Central Defender,n/a,n/a,1.0,25 years 322 days,England,181.0
2023/24,342472.0,Milos Kerkez,Milos,Kerkez,D,3.0,Left Full Back,Bournemouth,BOU,1.0,20 years 290 days,Hungary,181.0
2023/24,340631.0,Justin Kluivert,Justin,Kluivert,F,19.0,Left/Right Winger,Bournemouth,BOU,1.0,25 years 110 days,Netherlands,181.0
2023/24,342995.0,Luca Koleosho,Luca,Koleosho,F,30.0,Right Winger,Burnley,BUR,1.0,19 years 343 days,Italy,181.0
2023/24,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,181.0
2023/24,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,30 years 357 days,Gabon,181.0
2023/24,346785.0,Clément Lenglet,Clément,Lenglet,D,17.0,Left/Centre Central Defender,n/a,n/a,1.0,29 years 67 days,France,181.0
2023/24,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,Crystal Palace,CRY,1.0,29 years 303 days,Colombia,181.0
2023/24,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,1.0,23 years 183 days,England,181.0
2023/24,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,1.0,30 years 37 days,Sweden,181.0
2023/24,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,1.0,29 years 45 days,Portugal,181.0
2023/24,202656.0,Tom Lockyer,Tom,Lockyer,D,4.0,Centre Central Defender,Luton Town,LUT,1.0,29 years 264 days,Wales,181.0
2023/24,359397.0,Max Lowe,Max,Lowe,D,3.0,Left Full Back,Sheffield United,SHU,1.0,27 years 104 days,England,181.0
2023/24,328496.0,Kobbie Mainoo,Kobbie,Mainoo,M,37.0,Centre Central Midfielder,Manchester United,MUN,1.0,19 years 126 days,England,181.0
2023/24,281359.0,José Sá,José Pedro,Malheiro de Sá,G,1.0,Goalkeeper,Wolverhampton Wanderers,WOL,1.0,31 years 219 days,Portugal,181.0
2023/24,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,1.0,30 years 34 days,England,181.0
2023/24,318813.0,Lisandro Martínez,Lisandro,Martínez,D,6.0,Central Defender,Manchester United,MUN,1.0,26 years 218 days,Argentina,181.0
2023/24,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,27 years 259 days,Scotland,181.0
2023/24,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,1.0,26 years 292 days,Wales,181.0
2023/24,323855.0,Rodrigo Muniz,Rodrigo,Muniz Carvalho,F,9.0,Striker,Fulham,FUL,1.0,23 years 111 days,Brazil,181.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,1.0,30 years 166 days,Denmark,181.0
2023/24,340667.0,Chiedozie Ogbene,Chiedozie,Ogbene,F,7.0,Left/Right Winger,Luton Town,LUT,1.0,27 years 114 days,Ireland,181.0
2023/24,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,n/a,n/a,1.0,29 years 127 days,Belgium,181.0
2023/24,356579.0,Facundo Pellistri,Facundo,Pellistri,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,22 years 247 days,Uruguay,181.0
2023/24,356049.0,Ivan Perisic,Ivan,Perisic,F,4.0,Forward,n/a,n/a,1.0,35 years 203 days,Croatia,181.0
2023/24,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,1.0,23 years 87 days,England,181.0
2023/24,356576.0,Giovanni Reyna,Giovanni,Reyna,M,20.0,Attacking Midfielder,n/a,n/a,1.0,21 years 284 days,United States,181.0
2023/24,320542.0,Chris Richards,Chris,Richards,D,26.0,Centre Central Defender,Crystal Palace,CRY,1.0,24 years 148 days,United States,181.0
2023/24,356760.0,Connor Roberts,Connor,Roberts,D,33.0,Right Full Back,Burnley,BUR,1.0,28 years 335 days,Wales,181.0
2023/24,179282.0,Jack Robinson,Jack,Robinson,D,19.0,Left Full Back,Sheffield United,SHU,1.0,30 years 357 days,England,181.0
2023/24,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,1.0,35 years 25 days,England,181.0
2023/24,356584.0,Morgan Rogers,Morgan,Rogers,F,27.0,Left Winger,Aston Villa,AVL,1.0,22 years 28 days,England,181.0
2023/24,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,1.0,23 years 152 days,France,181.0
2023/24,340456.0,Kevin Schade,Kevin,Schade,M,7.0,Left/Right Winger,Brentford,BRE,1.0,22 years 270 days,Germany,181.0
2023/24,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,1.0,32 years 247 days,Switzerland,181.0
2023/24,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,1.0,21 years 2 days,England,181.0
2023/24,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,1.0,24 years 26 days,England,181.0
2023/24,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,1.0,31 years 278 days,England,181.0
2023/24,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,1.0,30 years 340 days,England,181.0
2023/24,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,1.0,25 years 292 days,Japan,181.0
2023/24,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,1.0,29 years 263 days,Belgium,181.0
2023/24,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,1.0,32 years 221 days,Netherlands,181.0
2023/24,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,1.0,34 years 299 days,England,181.0
2023/24,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,1.0,33 years 271 days,England,181.0
2023/24,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,1.0,23 years 132 days,Wales,181.0
2023/24,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,1.0,32 years 178 days,England,181.0
2023/24,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,Nottingham Forest,NFO,1.0,32 years 260 days,New Zealand,181.0
2023/24,28101.0,Cauley Woodrow,Cauley,Woodrow,F,10.0,Centre Striker,Luton Town,LUT,1.0,29 years 265 days,England,181.0
2023/24,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,1.0,26 years 276 days,England,181.0
2023/24,343402.0,Igor Julio,Igor Julio,dos Santos de Paulo,D,3.0,Centre Central Defender,Brighton & Hove Albion,BHA,0.0,26 years 198 days,Brazil,284.0
2023/24,346846.0,Ryan Gravenberch,Ryan,Gravenberch,M,38.0,Centre Central Midfielder,Liverpool,LIV,0.0,22 years 99 days,Netherlands,284.0
2023/24,345765.0,Konstantinos Mavropanos,Konstantinos,Mavropanos,D,15.0,Centre Central Defender,West Ham United,WHU,0.0,26 years 256 days,Greece,284.0
2023/24,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,0.0,31 years 24 days,Portugal,284.0
2023/24,341884.0,Pau Torres,Pau,Torres,D,14.0,Central Defender,Aston Villa,AVL,0.0,27 years 220 days,Spain,284.0
2022/23,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,16.0,33 years 56 days,Belgium,1.0
2022/23,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,12.0,32 years 69 days,Egypt,2.0
2022/23,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,12.0,29 years 263 days,Belgium,2.0
2022/23,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,11.0,22 years 255 days,France,4.0
2022/23,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,11.0,22 years 353 days,England,4.0
2022/23,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,10.0,33 years 184 days,Algeria,6.0
2022/23,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,9.0,25 years 321 days,England,7.0
2022/23,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,9.0,27 years 274 days,England,7.0
2022/23,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,8.0,29 years 350 days,Portugal,9.0
2022/23,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Manchester United,MUN,8.0,32 years 191 days,Denmark,9.0
2022/23,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,8.0,24 years 209 days,England,9.0
2022/23,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,8.0,33 years 69 days,Germany,9.0
2022/23,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,8.0,24 years 33 days,Norway,9.0
2022/23,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,8.0,25 years 16 days,Cameroon,9.0
2022/23,356049.0,Ivan Perisic,Ivan,Perisic,F,4.0,Forward,n/a,n/a,8.0,35 years 203 days,Croatia,9.0
2022/23,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,8.0,30 years 165 days,Scotland,9.0
2022/23,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,7.0,28 years 348 days,England,17.0
2022/23,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Leeds United,LEE,7.0,27 years 277 days,England,17.0
2022/23,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,7.0,28 years 112 days,Nigeria,17.0
2022/23,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,n/a,n/a,7.0,24 years 120 days,Sweden,17.0
2022/23,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,7.0,30 years 34 days,England,17.0
2022/23,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,7.0,23 years 87 days,England,17.0
2022/23,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,7.0,26 years 344 days,England,17.0
2022/23,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,7.0,33 years 339 days,England,17.0
2022/23,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,7.0,31 years 331 days,Switzerland,17.0
2022/23,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,7.0,25 years 250 days,Norway,17.0
2022/23,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,6.0,27 years 142 days,Brazil,27.0
2022/23,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,6.0,28 years 62 days,Spain,27.0
2022/23,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,6.0,28 years 235 days,Brazil,27.0
2022/23,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,6.0,28 years 235 days,Denmark,27.0
2022/23,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,6.0,26 years 106 days,Brazil,27.0
2022/23,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,6.0,32 years 46 days,South Korea,27.0
2022/23,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,6.0,28 years 237 days,England,27.0
2022/23,287383.0,Joe Willock,Joe,Willock,M,28.0,Centre Attacking Midfielder,Newcastle United,NEW,6.0,25 years 3 days,England,27.0
2022/23,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,5.0,36 years 14 days,Brazil,35.0
2022/23,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,5.0,27 years 247 days,England,35.0
2022/23,323410.0,Pervis Estupiñán,Pervis,Estupiñán,D,30.0,Left Full Back,Brighton & Hove Albion,BHA,5.0,26 years 215 days,Ecuador,35.0
2022/23,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,5.0,24 years 87 days,England,35.0
2022/23,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,5.0,26 years 281 days,Brazil,35.0
2022/23,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,5.0,29 years 18 days,Denmark,35.0
2022/23,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,5.0,27 years 325 days,Nigeria,35.0
2022/23,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,5.0,23 years 66 days,Brazil,35.0
2022/23,289869.0,Kaoru Mitoma,Kaoru,Mitoma,F,18.0,Forward,Brighton & Hove Albion,BHA,5.0,27 years 95 days,Japan,35.0
2022/23,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,5.0,30 years 13 days,Portugal,35.0
2022/23,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,5.0,26 years 297 days,England,35.0
2022/23,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,5.0,27 years 164 days,France,35.0
2022/23,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,5.0,28 years 319 days,Netherlands,35.0
