Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,TotalOffsides,Age,Nationality,Rank
2023/24,343519.0,Auston Trusty,Auston,Trusty,D,5.0,Centre Central Defender,Sheffield United,SHU,3.0,26 years 11 days,United States,124.0
2023/24,323826.0,Destiny Udogie,Destiny,Udogie,D,13.0,Right Full Back,Tottenham Hotspur,TOT,3.0,21 years 269 days,Italy,124.0
2023/24,362513.0,Alejo Véliz,Alejo,Véliz,F,9.0,Striker,n/a,n/a,3.0,20 years 339 days,Argentina,124.0
2023/24,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,3.0,25 years 250 days,Norway,124.0
2023/24,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,Bournemouth,BOU,2.0,24 years 232 days,England,158.0
2023/24,315745.0,Anel Ahmedhodzic,Anel,Ahmedhodzic,D,15.0,Centre Central Defender,Sheffield United,SHU,2.0,25 years 150 days,Bosnia & Herzegovina,158.0
2023/24,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Nottingham Forest,NFO,2.0,27 years 320 days,Nigeria,158.0
2023/24,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,2.0,25 years 321 days,England,158.0
2023/24,362733.0,Julián Alvarez,Julián,Alvarez,F,19.0,Centre Striker,n/a,n/a,2.0,24 years 205 days,Argentina,158.0
2023/24,342365.0,Zeki Amdouni,Zeki,Amdouni,F,25.0,Forward,Burnley,BUR,2.0,23 years 263 days,Switzerland,158.0
2023/24,347503.0,Jaidon Anthony,Jaidon,Anthony,F,12.0,Forward,Bournemouth,BOU,2.0,24 years 266 days,England,158.0
2023/24,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Newcastle United,NEW,2.0,26 years 258 days,England,158.0
2023/24,15123.0,Chris Basham,Chris,Basham,D,6.0,Centre Central Defender,Sheffield United,SHU,2.0,36 years 34 days,England,158.0
2023/24,343384.0,Calvin Bassey,Calvin,Bassey,D,3.0,Left Full Back,Fulham,FUL,2.0,24 years 236 days,Nigeria,158.0
2023/24,346853.0,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,M,27.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,2.0,26 years 57 days,France,158.0
2023/24,347658.0,Anis Ben Slimane,Anis,Ben Slimane,M,n/a,Midfielder,Sheffield United,SHU,2.0,23 years 160 days,Tunisia,158.0
2023/24,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,2.0,26 years 191 days,Norway,158.0
2023/24,349256.0,Conor Bradley,Conor,Bradley,D,84.0,Right Full Back,Liverpool,LIV,2.0,21 years 45 days,Northern Ireland,158.0
2023/24,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,2.0,28 years 248 days,England,158.0
2023/24,358209.0,Leon Chiwome,Leon,Chiwome,F,84.0,Forward,n/a,n/a,2.0,18 years 226 days,England,158.0
2023/24,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,2.0,27 years 202 days,England,158.0
2023/24,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,Manchester United,MUN,2.0,25 years 158 days,Portugal,158.0
2023/24,344447.0,Vinicius Souza,Vinicius,de Souza Costa,M,21.0,Centre Central Midfielder,Sheffield United,SHU,2.0,25 years 67 days,Brazil,158.0
2023/24,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,2.0,30 years 221 days,England,158.0
2023/24,347497.0,Nicolás Domínguez,Nicolás,Domínguez,M,16.0,Centre Central Midfielder,Nottingham Forest,NFO,2.0,26 years 56 days,Argentina,158.0
2023/24,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,2.0,24 years 181 days,Brazil,158.0
2023/24,336542.0,Danilo,Danilo,dos Santos de Oliveira,M,28.0,Midfielder,Nottingham Forest,NFO,2.0,23 years 116 days,Brazil,158.0
2023/24,346786.0,Ansu Fati,Ansu,Fati,F,31.0,Left/Centre/Right Winger,n/a,n/a,2.0,21 years 297 days,Spain,158.0
2023/24,313032.0,Fábio Vieira,Fábio Daniel,Ferreira Vieira,M,21.0,Centre Attacking Midfielder,Arsenal,ARS,2.0,24 years 85 days,Portugal,158.0
2023/24,351453.0,Matheus França,Matheus,França de Oliveira,F,n/a,Forward,Crystal Palace,CRY,2.0,20 years 144 days,Brazil,158.0
2023/24,346146.0,Saman Ghoddos,Saman,Ghoddos,F,14.0,Centre Striker,n/a,n/a,2.0,30 years 352 days,Iran,158.0
2023/24,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,2.0,26 years 221 days,England,158.0
2023/24,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,2.0,25 years 220 days,Portugal,158.0
2023/24,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,2.0,28 years 348 days,England,158.0
2023/24,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,2.0,33 years 301 days,Iceland,158.0
2023/24,343671.0,Josko Gvardiol,Josko,Gvardiol,D,24.0,Defender,Manchester City,MCI,2.0,22 years 213 days,Croatia,158.0
2023/24,36581.0,Rico Henry,Rico,Henry,D,3.0,Left Full Back,Brentford,BRE,2.0,27 years 46 days,England,158.0
2023/24,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,2.0,24 years 259 days,England,158.0
2023/24,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,2.0,28 years 235 days,Denmark,158.0
2023/24,342616.0,Issa Kaboré,Issa,Kaboré,D,12.0,Right Full Back,Luton Town,LUT,2.0,23 years 103 days,Burkina Faso,158.0
2023/24,355256.0,Sasa Kalajdzic,Sasa,Kalajdzic,F,9.0,Centre Striker,Wolverhampton Wanderers,WOL,2.0,27 years 47 days,Austria,158.0
2023/24,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,2.0,27 years 92 days,England,158.0
2023/24,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,2.0,36 years 105 days,England,158.0
2023/24,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,2.0,29 years 45 days,Portugal,158.0
2023/24,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,2.0,24 years 167 days,Portugal,158.0
2023/24,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,2.0,26 years 298 days,England,158.0
2023/24,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,Tottenham Hotspur,TOT,2.0,27 years 274 days,England,158.0
2023/24,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,2.0,29 years 310 days,Scotland,158.0
2023/24,348450.0,Lewis Miley,Lewis,Miley,M,67.0,Midfielder,Newcastle United,NEW,2.0,18 years 114 days,England,158.0
2023/24,352025.0,Jakub Moder,Jakub,Moder,M,n/a,Midfielder,Brighton & Hove Albion,BHA,2.0,25 years 138 days,Poland,158.0
2023/24,345854.0,Gonzalo Montiel,Gonzalo,Montiel,D,29.0,Right Full Back,n/a,n/a,2.0,27 years 235 days,Argentina,158.0
2023/24,363133.0,Álex Moreno,Álex,Moreno,D,19.0,Left Full Back,n/a,n/a,2.0,31 years 76 days,Spain,158.0
2023/24,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,2.0,22 years 255 days,France,158.0
2023/24,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Burnley,BUR,2.0,30 years 170 days,England,158.0
2023/24,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,Arsenal,ARS,2.0,25 years 222 days,England,158.0
2023/24,346852.0,Ibrahim Sangaré,Ibrahim,Sangaré,M,6.0,Centre Central Midfielder,Nottingham Forest,NFO,2.0,26 years 265 days,Cote D’Ivoire,158.0
2023/24,340456.0,Kevin Schade,Kevin,Schade,M,7.0,Left/Right Winger,Brentford,BRE,2.0,22 years 270 days,Germany,158.0
2023/24,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,2.0,30 years 340 days,England,158.0
2023/24,341884.0,Pau Torres,Pau,Torres,D,14.0,Central Defender,Aston Villa,AVL,2.0,27 years 220 days,Spain,158.0
2023/24,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,Luton Town,LUT,2.0,33 years 38 days,England,158.0
2023/24,361182.0,Mike Trésor,Mike,Trésor,F,31.0,Left Winger,Burnley,BUR,2.0,25 years 87 days,Belgium,158.0
2023/24,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,2.0,31 years 120 days,France,158.0
2023/24,28101.0,Cauley Woodrow,Cauley,Woodrow,F,10.0,Centre Striker,Luton Town,LUT,2.0,29 years 265 days,England,158.0
2023/24,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,2.0,26 years 276 days,England,158.0
2023/24,351454.0,Naouirou Ahamada,Naouirou,Ahamada,M,n/a,Midfielder,Crystal Palace,CRY,1.0,22 years 147 days,France,218.0
2023/24,310499.0,Kristoffer Ajer,Kristoffer,Ajer,D,20.0,Centre Central Defender,Brentford,BRE,1.0,26 years 128 days,Norway,218.0
2023/24,344581.0,Edson Álvarez,Edson,Álvarez,M,19.0,Defensive Midfielder,West Ham United,WHU,1.0,26 years 304 days,Mexico,218.0
2023/24,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,n/a,n/a,1.0,28 years 84 days,Denmark,218.0
2023/24,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 291 days,Scotland,218.0
2023/24,356732.0,Lorenz Assignon,Lorenz,Assignon,D,20.0,Right Full Back,Burnley,BUR,1.0,24 years 62 days,France,218.0
2023/24,335884.0,Benoît Badiashile,Benoît,Badiashile,D,5.0,Centre Central Defender,Chelsea,CHE,1.0,23 years 150 days,France,218.0
2023/24,362536.0,Benicio Baker-Boaitey,Benicio,Baker-Boaitey,F,37.0,Winger,n/a,n/a,1.0,20 years 227 days,England,218.0
2023/24,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,1.0,31 years 167 days,Greece,218.0
2023/24,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,1.0,29 years 13 days,Algeria,218.0
2023/24,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,Nottingham Forest,NFO,1.0,33 years 202 days,Cote D’Ivoire,218.0
2023/24,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,1.0,36 years 14 days,Brazil,218.0
2023/24,313931.0,Sven Botman,Sven,Botman,D,4.0,Central Defender,Newcastle United,NEW,1.0,24 years 224 days,Netherlands,218.0
2023/24,349661.0,Rhian Brewster,Rhian,Brewster,F,n/a,Centre Striker,Sheffield United,SHU,1.0,24 years 144 days,England,218.0
2023/24,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,1.0,27 years 46 days,Wales,218.0
2023/24,362983.0,Hugo Bueno,Hugo,Bueno,D,16.0,Left Full Back,n/a,n/a,1.0,21 years 340 days,Spain,218.0
2023/24,277643.0,Reece Burke,Reece,Burke,D,16.0,Centre Central Defender,Luton Town,LUT,1.0,27 years 356 days,England,218.0
2023/24,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,1.0,30 years 281 days,Portugal,218.0
2023/24,349062.0,Tawanda Chirewa,Tawanda,Chirewa,M,28.0,Midfielder,Wolverhampton Wanderers,WOL,1.0,20 years 317 days,Zimbabwe,218.0
2023/24,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,1.0,32 years 1 day,Czech Republic,218.0
2023/24,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,1.0,34 years 252 days,England,218.0
2023/24,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,1.0,26 years 32 days,Spain,218.0
2023/24,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,33 years 56 days,Belgium,218.0
2023/24,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,1.0,26 years 248 days,Brazil,218.0
2023/24,355333.0,Radu Dragusin,Radu,Dragusin,D,6.0,Left/Centre/Right Central Defender,Tottenham Hotspur,TOT,1.0,22 years 202 days,Romania,218.0
2023/24,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,218.0
2023/24,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,1.0,21 years 141 days,England,218.0
2023/24,196369.0,Thiago Silva,Thiago,Emiliano da Silva,D,6.0,Centre Central Defender,n/a,n/a,1.0,39 years 336 days,Brazil,218.0
2023/24,312805.0,Julio Enciso,Julio,Enciso,M,10.0,Left/Centre Attacking Midfielder,Brighton & Hove Albion,BHA,1.0,20 years 213 days,Paraguay,218.0
2023/24,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,32 years 191 days,Denmark,218.0
2023/24,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,1.0,28 years 183 days,Spain,218.0
2023/24,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,1.0,24 years 199 days,England,218.0
2023/24,361997.0,Bryan Gil,Bryan,Gil,F,20.0,Left Winger,n/a,n/a,1.0,23 years 194 days,Spain,218.0
2023/24,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,23 years 193 days,Brazil,218.0
2023/24,360742.0,Sergio Gómez,Sergio,Gómez,D,17.0,Attacking Midfielder,n/a,n/a,1.0,23 years 354 days,Spain,218.0
2023/24,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Everton,EVE,1.0,27 years 277 days,England,218.0
2023/24,335797.0,Jack Hinshelwood,Jack,Hinshelwood,M,41.0,Centre Defensive Midfielder,Brighton & Hove Albion,BHA,1.0,19 years 134 days,England,218.0
2023/24,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,1.0,29 years 128 days,England,218.0
2023/24,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,West Ham United,WHU,1.0,32 years 31 days,England,218.0
2023/24,361626.0,Ben Johnson,Ben,Johnson,D,18.0,Right Full Back,n/a,n/a,1.0,24 years 212 days,England,218.0
2023/24,342472.0,Milos Kerkez,Milos,Kerkez,D,3.0,Left Full Back,Bournemouth,BOU,1.0,20 years 290 days,Hungary,218.0
2023/24,362148.0,Yasser Larouci,Yasser,Larouci,D,37.0,Left Full Back,Sheffield United,SHU,1.0,23 years 235 days,Algeria,218.0
2023/24,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,1.0,30 years 286 days,England,218.0
2023/24,344361.0,Tino Livramento,Tino,Livramento,D,21.0,Right Full Back,Newcastle United,NEW,1.0,21 years 285 days,England,218.0
2023/24,315209.0,Giovani Lo Celso,Giovani,Lo Celso,M,17.0,Centre Attacking Midfielder,Tottenham Hotspur,TOT,1.0,28 years 136 days,Argentina,218.0
2023/24,359397.0,Max Lowe,Max,Lowe,D,3.0,Left Full Back,Sheffield United,SHU,1.0,27 years 104 days,England,218.0
2023/24,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,1.0,33 years 15 days,Cameroon,218.0
2023/24,347499.0,James McAtee,James,McAtee,M,28.0,Central Midfielder,Sheffield United,SHU,1.0,21 years 310 days,England,218.0
2023/24,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Brentford,BRE,1.0,34 years 337 days,England,218.0
2023/24,355705.0,Hannibal Mejbri,Hannibal,Mejbri,M,46.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,21 years 215 days,Tunisia,218.0
2023/24,346774.0,Teden Mengi,Teden,Mengi,D,15.0,Centre Central Defender,Luton Town,LUT,1.0,22 years 115 days,England,218.0
2023/24,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,1.0,24 years 357 days,England,218.0
2023/24,336483.0,Mykhailo Mudryk,Mykhailo,Mudryk,M,10.0,Left Winger,Chelsea,CHE,1.0,23 years 231 days,Ukraine,218.0
2023/24,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,1.0,29 years 181 days,England,218.0
2023/24,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,1.0,25 years 86 days,Ukraine,218.0
2023/24,267500.0,Rhys Norrington-Davies,Rhys,Norrington-Davies,D,46.0,Left Full Back,Sheffield United,SHU,1.0,25 years 123 days,Wales,218.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,1.0,30 years 166 days,Denmark,218.0
2023/24,340626.0,Dara O'Shea,Dara,O'Shea,D,2.0,Centre Central Defender,Burnley,BUR,1.0,25 years 172 days,Ireland,218.0
2023/24,362852.0,Wilson Odobert,Wilson,Odobert,F,28.0,Left Winger,n/a,n/a,1.0,19 years 269 days,France,218.0
2023/24,359463.0,Michael Olakigbe,Michael,Olakigbe,M,11.0,Right Winger,n/a,n/a,1.0,20 years 120 days,England,218.0
2023/24,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,1.0,23 years 7 days,Belgium,218.0
2023/24,359341.0,Ben Osborn,Ben,Osborn,M,8.0,Midfielder,Sheffield United,SHU,1.0,30 years 18 days,England,218.0
2023/24,267928.0,Gabriel Osho,Gabriel,Osho,D,3.0,Centre/Right Central Defender,Luton Town,LUT,1.0,26 years 9 days,Nigeria,218.0
2023/24,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,1.0,30 years 20 days,Italy,218.0
2023/24,342567.0,Ben Parkinson,Ben,Parkinson,F,63.0,Left/Right Winger,n/a,n/a,1.0,19 years 166 days,England,218.0
2023/24,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,1.0,22 years 312 days,Scotland,218.0
2023/24,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,Tottenham Hotspur,TOT,1.0,24 years 345 days,Spain,218.0
2023/24,345764.0,Aaron Ramsey,Aaron,Ramsey,M,21.0,Centre Attacking Midfielder,Burnley,BUR,1.0,21 years 215 days,England,218.0
2023/24,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,1.0,36 years 323 days,United States,218.0
2023/24,320542.0,Chris Richards,Chris,Richards,D,26.0,Centre Central Defender,Crystal Palace,CRY,1.0,24 years 148 days,United States,218.0
2023/24,179282.0,Jack Robinson,Jack,Robinson,D,19.0,Left Full Back,Sheffield United,SHU,1.0,30 years 357 days,England,218.0
2023/24,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,1.0,26 years 118 days,Argentina,218.0
2023/24,355322.0,Jadon Sancho,Jadon,Sancho,F,10.0,Left/Right Winger,Manchester United,MUN,1.0,24 years 151 days,England,218.0
2023/24,312583.0,Diego Carlos,Diego Carlos,Santos Silva,D,3.0,Centre Central Defender,Aston Villa,AVL,1.0,31 years 161 days,Brazil,218.0
2023/24,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,1.0,21 years 2 days,England,218.0
2023/24,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,1.0,33 years 116 days,England,218.0
2023/24,341838.0,Manor Solomon,Manor,Solomon,F,27.0,Left Winger,Tottenham Hotspur,TOT,1.0,25 years 30 days,Israel,218.0
2023/24,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,1.0,31 years 278 days,England,218.0
2023/24,358671.0,Jurriën Timber,Jurriën,Timber,D,n/a,Defender,Arsenal,ARS,1.0,23 years 67 days,Netherlands,218.0
2023/24,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,1.0,25 years 292 days,Japan,218.0
2023/24,340569.0,Boubacar Traoré,Boubacar,Traoré,M,6.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,1.0,23 years 3 days,Mali,218.0
2023/24,342366.0,Bénie Traoré,Bénie,Traoré,F,11.0,Striker,Sheffield United,SHU,1.0,21 years 267 days,Cote D’Ivoire,218.0
2023/24,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,1.0,28 years 103 days,Greece,218.0
2023/24,344362.0,Micky van de Ven,Micky,van de Ven,D,37.0,Central Defender,Tottenham Hotspur,TOT,1.0,23 years 126 days,Netherlands,218.0
2023/24,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,1.0,33 years 46 days,Netherlands,218.0
2023/24,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,1.0,32 years 221 days,Netherlands,218.0
2023/24,287383.0,Joe Willock,Joe,Willock,M,28.0,Centre Attacking Midfielder,Newcastle United,NEW,1.0,25 years 3 days,England,218.0
2023/24,333368.0,Yehor Yarmoliuk,Yehor,Yarmoliuk,M,18.0,Centre Attacking Midfielder,Brentford,BRE,1.0,20 years 175 days,Ukraine,218.0
2023/24,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,Everton,EVE,1.0,39 years 45 days,England,218.0
2023/24,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,1.0,27 years 252 days,Ukraine,218.0
2023/24,325430.0,Manuel Akanji,Manuel,Akanji,D,25.0,Centre Central Defender,Manchester City,MCI,0.0,29 years 35 days,Switzerland,308.0
2023/24,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,0.0,29 years 187 days,Netherlands,308.0
2023/24,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,0.0,28 years 73 days,Denmark,308.0
2023/24,317848.0,Josh Cullen,Josh,Cullen,M,24.0,Centre Central Midfielder,Burnley,BUR,0.0,28 years 138 days,Ireland,308.0
2023/24,340566.0,Mahmoud Dahoud,Mahmoud,Dahoud,M,35.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,0.0,28 years 235 days,Syria,308.0
2023/24,340457.0,Mark Flekken,Mark,Flekken,G,1.0,Goalkeeper,Brentford,BRE,0.0,31 years 71 days,Netherlands,308.0
2023/24,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,0.0,27 years 92 days,England,308.0
2023/24,348989.0,Joe Johnson,Joe,Johnson,D,n/a,Defender,Luton Town,LUT,0.0,18 years 184 days,England,308.0
2023/24,314643.0,Sam Johnstone,Sam,Johnstone,G,32.0,Goalkeeper,Crystal Palace,CRY,0.0,31 years 151 days,England,308.0
2023/24,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,0.0,34 years 246 days,Senegal,308.0
2023/24,202656.0,Tom Lockyer,Tom,Lockyer,D,4.0,Centre Central Defender,Luton Town,LUT,0.0,29 years 264 days,Wales,308.0
2023/24,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,0.0,28 years 10 days,Serbia,308.0
2023/24,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,0.0,24 years 48 days,Ireland,308.0
2023/24,339963.0,Ethan Pinnock,Ethan,Pinnock,D,n/a,Left/Centre Central Defender,Brentford,BRE,0.0,31 years 86 days,Jamaica,308.0
2023/24,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,0.0,21 years 344 days,Senegal,308.0
2023/24,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,0.0,28 years 319 days,Netherlands,308.0
2023/24,328313.0,Jan Paul van Hecke,Jan Paul,van Hecke,D,n/a,Defender,Brighton & Hove Albion,BHA,0.0,24 years 76 days,Netherlands,308.0
2022/23,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,29.0,37 years 225 days,England,1.0
